gene	kog_id	kog_evalue	kog_description
TRINITY_DN8647_c0_g2_i8	At1g23070	1.2e-04	At1g23070
TRINITY_DN2731_c0_g1_i2	At1g61060	1.5e-07	At1g61060
TRINITY_DN12010_c0_g1_i1	At5g66100	1.7e-19	At5g66100
TRINITY_DN46_c0_g1_i1	At2g33580	9.0e-53	At2g33580
TRINITY_DN3477_c0_g1_i1	At4g32180_1	7.8e-105	At4g32180_1
TRINITY_DN8326_c0_g1_i4	At1g50420	2.9e-152	At1g50420
TRINITY_DN963_c0_g1_i3	At3g48000	2.3e-213	At3g48000
TRINITY_DN9852_c0_g1_i6	At1g61350	4.0e-101	At1g61350
TRINITY_DN3124_c0_g1_i5	At4g28770	1.3e-14	At4g28770
TRINITY_DN3293_c0_g1_i2	At1g53280	2.3e-64	At1g53280
TRINITY_DN3749_c0_g1_i3	At3g11450	1.9e-164	At3g11450
TRINITY_DN7152_c0_g1_i1	At1g17720	8.3e-224	At1g17720
TRINITY_DN1254_c0_g1_i1	At3g09800	2.0e-52	At3g09800
TRINITY_DN13199_c0_g1_i4	At1g53440	6.2e-195	At1g53440
TRINITY_DN2208_c0_g1_i2	At1g59740	6.4e-107	At1g59740
TRINITY_DN2208_c0_g1_i2	At1g59740	1.7e-96	At1g59740
TRINITY_DN3528_c0_g2_i2	At5g15080	2.2e-139	At5g15080
TRINITY_DN55225_c0_g1_i8	At3g02450	1.0e-181	At3g02450
TRINITY_DN5914_c0_g1_i11	At1g09280_1	3.2e-74	At1g09280_1
TRINITY_DN5914_c0_g1_i11	At1g09280_1	6.5e-35	At1g09280_1
TRINITY_DN5916_c0_g1_i1	At4g18380	3.0e-88	At4g18380
TRINITY_DN6433_c0_g2_i9	At5g55730	1.0e-32	At5g55730
TRINITY_DN1063_c0_g1_i3	At1g27330	1.6e-20	At1g27330
TRINITY_DN199_c0_g1_i1	At4g23040	4.1e-82	At4g23040
TRINITY_DN3518_c0_g1_i2	At1g56560	4.5e-238	At1g56560
TRINITY_DN3685_c0_g1_i4	At5g45190	2.6e-140	At5g45190
TRINITY_DN3991_c0_g1_i7	At3g22960	2.5e-95	At3g22960
TRINITY_DN3991_c0_g1_i7	At3g22960	3.8e-11	At3g22960
TRINITY_DN5312_c0_g1_i3	At5g63630	6.4e-200	At5g63630
TRINITY_DN6730_c0_g1_i8	At5g14850	6.7e-157	At5g14850
TRINITY_DN772_c0_g1_i3	At2g20330	1.7e-232	At2g20330
TRINITY_DN11545_c0_g6_i1	At1g31360	1.7e-240	At1g31360
TRINITY_DN12983_c0_g1_i3	At5g52560	2.0e-241	At5g52560
TRINITY_DN13934_c0_g1_i1	At1g31850	6.2e-280	At1g31850
TRINITY_DN1967_c0_g1_i3	At1g72710	1.3e-187	At1g72710
TRINITY_DN3307_c0_g2_i2	At5g18260	1.3e-22	At5g18260
TRINITY_DN5645_c0_g1_i8	At3g19970	4.9e-115	At3g19970
TRINITY_DN14727_c0_g2_i3	At3g47250	1.1e-39	At3g47250
TRINITY_DN1597_c0_g1_i5	At2g31950	1.3e-160	At2g31950
TRINITY_DN19120_c0_g1_i3	At3g12300	4.9e-75	At3g12300
TRINITY_DN19120_c0_g1_i3	At3g12300	6.1e-09	At3g12300
TRINITY_DN3445_c1_g1_i1	At4g10620	8.4e-176	At4g10620
TRINITY_DN440_c1_g1_i5	At5g42020	0.0e+00	At5g42020
TRINITY_DN6629_c0_g1_i5	At1g64150	1.6e-86	At1g64150
TRINITY_DN8424_c0_g1_i1	At2g05810	1.3e-70	At2g05810
TRINITY_DN9192_c0_g2_i2	At3g24840	1.9e-111	At3g24840
TRINITY_DN10230_c0_g1_i3	At2g34190	5.2e-242	At2g34190
TRINITY_DN11028_c0_g1_i6	At1g48330	8.5e-11	At1g48330
TRINITY_DN14638_c0_g2_i3	At2g37320	3.4e-92	At2g37320
TRINITY_DN16121_c0_g1_i1	At1g77140	3.6e-259	At1g77140
TRINITY_DN21538_c0_g1_i1	At2g39650	1.3e-59	At2g39650
TRINITY_DN511_c0_g1_i3	At5g57190	2.6e-233	At5g57190
TRINITY_DN13792_c0_g1_i1	At2g37690	3.1e-239	At2g37690
TRINITY_DN29782_c0_g1_i6	At1g35647	1.4e-58	At1g35647
TRINITY_DN29782_c0_g1_i6	At1g35647	1.1e-45	At1g35647
TRINITY_DN29782_c0_g1_i6	At1g35647	2.8e-22	At1g35647
TRINITY_DN2277_c0_g1_i2	At3g57150	4.0e-210	At3g57150
TRINITY_DN3218_c0_g1_i1	At3g02980	5.9e-28	At3g02980
TRINITY_DN3218_c0_g1_i1	At3g02980	3.5e-20	At3g02980
TRINITY_DN3493_c0_g1_i1	At3g06590	3.3e-31	At3g06590
TRINITY_DN36463_c0_g2_i10	At5g46240	3.9e-165	At5g46240
TRINITY_DN36463_c0_g2_i10	At5g46240	1.9e-34	At5g46240
TRINITY_DN5921_c0_g1_i3	At5g51710	6.5e-11	At5g51710
TRINITY_DN5921_c0_g1_i3	At5g51710	2.6e-07	At5g51710
TRINITY_DN5937_c0_g1_i1	At4g35580	2.4e-45	At4g35580
TRINITY_DN8198_c0_g2_i1	At1g56720	4.0e-186	At1g56720
TRINITY_DN17462_c0_g1_i11	At1g25370_1	7.4e-140	At1g25370_1
TRINITY_DN21720_c0_g2_i1	At3g19210	1.3e-264	At3g19210
TRINITY_DN2828_c0_g3_i1	At3g45400	3.0e-165	At3g45400
TRINITY_DN4532_c0_g4_i3	At1g48900	1.8e-242	At1g48900
TRINITY_DN5693_c0_g1_i3	At1g24560	1.1e-98	At1g24560
TRINITY_DN589_c0_g1_i5	At5g60790	3.2e-276	At5g60790
TRINITY_DN7558_c0_g1_i2	7304192	1.4e-34	7304192
TRINITY_DN801_c0_g1_i4	At5g59160	1.8e-157	At5g59160
TRINITY_DN10163_c0_g1_i1	At3g46210	3.9e-48	At3g46210
TRINITY_DN10163_c0_g1_i1	At3g46210	1.5e-28	At3g46210
TRINITY_DN12186_c0_g2_i3	At5g20070	1.1e-79	At5g20070
TRINITY_DN12810_c0_g1_i2	At5g11950	5.6e-47	At5g11950
TRINITY_DN12810_c0_g1_i2	At5g11950	1.7e-22	At5g11950
TRINITY_DN2124_c0_g1_i3	At4g22840	1.1e-106	At4g22840
TRINITY_DN2464_c0_g1_i1	At5g58430	6.6e-173	At5g58430
TRINITY_DN8273_c0_g2_i2	Hs13775232	7.2e-111	Hs13775232
TRINITY_DN12603_c0_g1_i1	At1g55590	1.2e-94	At1g55590
TRINITY_DN22_c0_g1_i3	At5g11200	3.9e-205	At5g11200
TRINITY_DN23929_c0_g1_i1	At1g60670	1.2e-28	At1g60670
TRINITY_DN24059_c0_g2_i1	At4g37680	1.3e-163	At4g37680
TRINITY_DN2808_c0_g1_i3	At5g40200	1.1e-204	At5g40200
TRINITY_DN2808_c0_g1_i3	At5g40200	6.3e-22	At5g40200
TRINITY_DN2861_c0_g1_i2	At1g01510	1.5e-201	At1g01510
TRINITY_DN338_c0_g1_i5	At4g00660	2.4e-215	At4g00660
TRINITY_DN4537_c0_g1_i6	At5g05310	3.6e-110	At5g05310
TRINITY_DN4537_c0_g1_i6	At5g05310	3.1e-45	At5g05310
TRINITY_DN9849_c0_g1_i2	At3g02690	1.1e-111	At3g02690
TRINITY_DN1426_c0_g1_i17	At2g18280	9.1e-122	At2g18280
TRINITY_DN1446_c0_g2_i1	At3g54850	1.5e-52	At3g54850
TRINITY_DN1446_c0_g2_i1	At3g54850	1.2e-41	At3g54850
TRINITY_DN24884_c0_g1_i1	At3g59780	1.3e-83	At3g59780
TRINITY_DN3927_c0_g1_i2	At5g61380	1.0e-80	At5g61380
TRINITY_DN4269_c1_g1_i3	At5g51690	1.2e-134	At5g51690
TRINITY_DN4269_c1_g1_i3	At5g51690	1.3e-22	At5g51690
TRINITY_DN4439_c0_g1_i1	At5g55960	3.0e-141	At5g55960
TRINITY_DN8204_c0_g1_i2	At2g25500	8.5e-11	At2g25500
TRINITY_DN9539_c0_g1_i5	At1g32190_1	2.8e-78	At1g32190_1
TRINITY_DN9539_c0_g1_i5	At1g32190_1	6.2e-38	At1g32190_1
TRINITY_DN10351_c0_g1_i5	At5g20410	4.5e-161	At5g20410
TRINITY_DN10351_c0_g1_i5	At5g20410	1.4e-24	At5g20410
TRINITY_DN10461_c0_g1_i22	At4g37080	7.2e-127	At4g37080
TRINITY_DN1506_c5_g1_i3	At5g36170	2.2e-91	At5g36170
TRINITY_DN34_c0_g1_i5	At5g55640	1.4e-26	At5g55640
TRINITY_DN8949_c0_g1_i5	At3g50660	6.0e-89	At3g50660
TRINITY_DN8949_c0_g1_i5	At3g50660	6.0e-81	At3g50660
TRINITY_DN10524_c0_g1_i3	At5g49980	3.1e-223	At5g49980
TRINITY_DN1575_c1_g1_i3	At4g30780	4.3e-71	At4g30780
TRINITY_DN16105_c0_g1_i1	At4g02630	2.8e-171	At4g02630
TRINITY_DN3385_c0_g2_i1	At3g51620	2.1e-17	At3g51620
TRINITY_DN7611_c0_g1_i6	At4g01690	3.8e-160	At4g01690
TRINITY_DN7611_c0_g1_i6	At4g01690	3.2e-58	At4g01690
TRINITY_DN10938_c0_g2_i1	At2g03270	4.2e-276	At2g03270
TRINITY_DN42420_c0_g4_i2	At5g14080	1.6e-81	At5g14080
TRINITY_DN4306_c0_g2_i2	At3g55990	3.1e-154	At3g55990
TRINITY_DN6376_c0_g3_i2	At1g11180	1.2e-89	At1g11180
TRINITY_DN883_c0_g2_i3	At2g41900	2.5e-135	At2g41900
TRINITY_DN12171_c0_g1_i1	At3g19420	1.1e-170	At3g19420
TRINITY_DN12210_c0_g1_i10	At5g16120	1.6e-105	At5g16120
TRINITY_DN12842_c0_g1_i4	At5g57740	1.6e-70	At5g57740
TRINITY_DN12842_c0_g1_i4	At5g57740	7.9e-49	At5g57740
TRINITY_DN2098_c0_g2_i4	At4g19160	1.8e-93	At4g19160
TRINITY_DN2098_c0_g2_i4	At4g19160	1.0e-11	At4g19160
TRINITY_DN32905_c0_g4_i1	At3g02850	1.4e-218	At3g02850
TRINITY_DN345_c0_g1_i3	At1g26110	1.6e-97	At1g26110
TRINITY_DN4584_c0_g1_i15	At4g36710	3.6e-54	At4g36710
TRINITY_DN7146_c0_g1_i9	At5g45910	2.8e-62	At5g45910
TRINITY_DN25709_c0_g2_i7	At2g04560	9.7e-23	At2g04560
TRINITY_DN25709_c0_g2_i7	At2g04560	2.4e-13	At2g04560
TRINITY_DN4944_c0_g1_i4	At2g29560	7.5e-209	At2g29560
TRINITY_DN5567_c0_g1_i2	At1g15860	1.3e-19	At1g15860
TRINITY_DN5567_c0_g1_i2	At1g15860	1.8e-05	At1g15860
TRINITY_DN5976_c0_g1_i2	At3g60400	4.8e-115	At3g60400
TRINITY_DN646_c0_g2_i4	At5g43320	7.6e-169	At5g43320
TRINITY_DN8615_c0_g1_i1	At1g80270	1.9e-140	At1g80270
TRINITY_DN2961_c0_g1_i15	At1g18470	4.0e-101	At1g18470
TRINITY_DN2961_c0_g1_i15	At1g18470	1.3e-24	At1g18470
TRINITY_DN8772_c0_g1_i1	At2g14820	3.2e-135	At2g14820
TRINITY_DN1945_c0_g1_i5	At5g51450	3.8e-144	At5g51450
TRINITY_DN4843_c1_g7_i1	At1g07620_2	1.5e-111	At1g07620_2
TRINITY_DN8101_c0_g1_i1	At3g20015	3.4e-153	At3g20015
TRINITY_DN12588_c0_g1_i1	At5g42740	3.4e-278	At5g42740
TRINITY_DN13326_c0_g2_i1	At2g22610	1.2e-169	At2g22610
TRINITY_DN2061_c0_g1_i4	At1g07220	2.5e-140	At1g07220
TRINITY_DN2990_c0_g1_i7	At1g60660	4.3e-31	At1g60660
TRINITY_DN2990_c0_g1_i7	At1g60660	7.4e-31	At1g60660
TRINITY_DN4143_c0_g1_i2	At3g48860	7.5e-76	At3g48860
TRINITY_DN440_c1_g1_i1	At5g42020	0.0e+00	At5g42020
TRINITY_DN4691_c0_g1_i1	At1g72550	2.2e-240	At1g72550
TRINITY_DN7834_c0_g1_i14	At4g36850	9.0e-37	At4g36850
TRINITY_DN7834_c0_g1_i14	At4g36850	4.1e-21	At4g36850
TRINITY_DN2094_c0_g1_i5	At2g32120	4.2e-204	At2g32120
TRINITY_DN2600_c0_g1_i2	At4g39210	1.3e-200	At4g39210
TRINITY_DN26864_c0_g1_i1	At5g50780	1.4e-114	At5g50780
TRINITY_DN33282_c0_g1_i1	At2g44640	4.7e-102	At2g44640
TRINITY_DN33282_c0_g1_i1	At2g44640	3.2e-18	At2g44640
TRINITY_DN534_c0_g2_i3	CE09303	6.0e-41	CE09303
TRINITY_DN17732_c0_g2_i6	At2g44740	4.2e-50	At2g44740
TRINITY_DN7091_c0_g1_i9	At1g19340	2.8e-86	At1g19340
TRINITY_DN7091_c0_g1_i9	At1g19340	7.2e-18	At1g19340
TRINITY_DN5105_c0_g1_i6	At2g24420	3.7e-22	At2g24420
TRINITY_DN7357_c0_g4_i1	At2g21170	1.3e-125	At2g21170
TRINITY_DN1075_c0_g1_i2	At1g64760	1.6e-179	At1g64760
TRINITY_DN3861_c0_g1_i4	At5g02490	6.4e-168	At5g02490
TRINITY_DN3861_c0_g1_i4	At5g02490	7.1e-18	At5g02490
TRINITY_DN4605_c0_g2_i7	At2g32340_2	8.1e-30	At2g32340_2
TRINITY_DN4800_c0_g1_i5	At5g20720	2.6e-84	At5g20720
TRINITY_DN660_c0_g1_i2	At3g08590	2.9e-285	At3g08590
TRINITY_DN7133_c1_g1_i8	At2g20120	4.5e-105	At2g20120
TRINITY_DN8424_c0_g1_i2	At2g05810	4.3e-71	At2g05810
TRINITY_DN3511_c0_g2_i1	At1g01260	7.4e-108	At1g01260
TRINITY_DN38612_c0_g1_i1	At1g06870	9.5e-79	At1g06870
TRINITY_DN6212_c0_g1_i1	At1g78420	7.0e-74	At1g78420
TRINITY_DN6771_c0_g1_i5	At5g35360	6.5e-112	At5g35360
TRINITY_DN10173_c0_g1_i1	At1g78880	1.4e-167	At1g78880
TRINITY_DN10374_c0_g1_i8	At4g35300	4.5e-89	At4g35300
TRINITY_DN10374_c0_g1_i8	At4g35300	5.3e-21	At4g35300
TRINITY_DN19417_c0_g1_i7	At3g10300	1.6e-06	At3g10300
TRINITY_DN24987_c0_g1_i2	At1g72990	5.0e-221	At1g72990
TRINITY_DN30438_c0_g1_i1	At5g19670	1.6e-147	At5g19670
TRINITY_DN3506_c0_g1_i1	At1g47290	1.2e-65	At1g47290
TRINITY_DN8718_c0_g3_i2	At1g47240	6.3e-192	At1g47240
TRINITY_DN1351_c1_g1_i5	At5g54780	2.8e-171	At5g54780
TRINITY_DN5631_c0_g2_i1	At1g58140	6.2e-147	At1g58140
TRINITY_DN5824_c0_g1_i4	At2g35610	3.3e-241	At2g35610
TRINITY_DN6748_c0_g1_i3	At3g53220	3.2e-18	At3g53220
TRINITY_DN1949_c0_g1_i11	At5g20680	4.8e-139	At5g20680
TRINITY_DN26_c0_g1_i1	At2g28380	3.3e-108	At2g28380
TRINITY_DN4903_c0_g1_i2	At1g51590	6.3e-240	At1g51590
TRINITY_DN5460_c0_g1_i3	At4g28260	4.0e-85	At4g28260
TRINITY_DN6021_c0_g1_i1	At4g00750	2.6e-254	At4g00750
TRINITY_DN16106_c0_g1_i3	At1g22970	3.9e-56	At1g22970
TRINITY_DN25716_c0_g1_i4	At2g47850	5.8e-36	At2g47850
TRINITY_DN25716_c0_g1_i4	At2g47850	1.5e-12	At2g47850
TRINITY_DN7456_c0_g1_i4	At5g55960	8.4e-160	At5g55960
TRINITY_DN7475_c0_g2_i3	At1g73590	1.4e-159	At1g73590
TRINITY_DN7475_c0_g2_i3	At1g73590	5.5e-18	At1g73590
TRINITY_DN8278_c0_g1_i2	At2g26170	3.9e-173	At2g26170
TRINITY_DN16313_c0_g1_i1	At5g14870	1.3e-256	At5g14870
TRINITY_DN2861_c0_g2_i1	At1g01510	9.8e-193	At1g01510
TRINITY_DN3639_c0_g1_i3	At4g04210	6.6e-48	At4g04210
TRINITY_DN3639_c0_g1_i3	At4g04210	5.2e-45	At4g04210
TRINITY_DN709_c0_g1_i4	At1g79750	1.2e-267	At1g79750
TRINITY_DN14159_c0_g1_i5	At1g14340	6.2e-46	At1g14340
TRINITY_DN14159_c0_g1_i5	At1g14340	6.9e-05	At1g14340
TRINITY_DN3841_c0_g1_i2	At5g02030	2.4e-66	At5g02030
TRINITY_DN20200_c1_g1_i3	At4g37170	2.5e-156	At4g37170
TRINITY_DN3487_c0_g1_i3	At5g66210	2.4e-239	At5g66210
TRINITY_DN4764_c0_g1_i1	At3g02320	1.1e-215	At3g02320
TRINITY_DN6411_c0_g2_i2	At3g17040	1.2e-54	At3g17040
TRINITY_DN7568_c1_g2_i3	At3g53390	5.7e-185	At3g53390
TRINITY_DN11060_c0_g1_i1	At1g68050	7.3e-281	At1g68050
TRINITY_DN16713_c0_g1_i2	At3g18170	2.0e-81	At3g18170
TRINITY_DN18790_c0_g2_i1	At5g54180	2.7e-81	At5g54180
TRINITY_DN2450_c0_g1_i4	At5g15490	9.9e-254	At5g15490
TRINITY_DN7848_c0_g1_i17	At3g15160	4.3e-132	At3g15160
TRINITY_DN8143_c1_g1_i8	At3g59080	8.3e-168	At3g59080
TRINITY_DN13399_c0_g1_i2	At5g19180	8.4e-19	At5g19180
TRINITY_DN47209_c0_g1_i14	At5g16530	5.0e-72	At5g16530
TRINITY_DN6220_c0_g1_i3	At5g37710	3.1e-138	At5g37710
TRINITY_DN852_c0_g1_i1	At1g19440	6.1e-211	At1g19440
TRINITY_DN939_c0_g1_i5	At3g26510	5.1e-32	At3g26510
TRINITY_DN10715_c0_g1_i2	At5g65110	0.0e+00	At5g65110
TRINITY_DN17704_c0_g1_i1	At1g73170	3.5e-174	At1g73170
TRINITY_DN17914_c0_g1_i3	At5g18640	1.8e-82	At5g18640
TRINITY_DN3159_c0_g2_i3	At2g33620	6.0e-33	At2g33620
TRINITY_DN3159_c0_g2_i3	At2g33620	1.3e-27	At2g33620
TRINITY_DN4119_c0_g1_i1	At2g39940	1.0e-210	At2g39940
TRINITY_DN7164_c0_g2_i2	At4g00910	1.4e-114	At4g00910
TRINITY_DN1002_c1_g1_i1	At2g25320	2.7e-275	At2g25320
TRINITY_DN14335_c0_g3_i1	At2g14820	7.3e-156	At2g14820
TRINITY_DN15669_c1_g1_i1	At1g07630	8.0e-163	At1g07630
TRINITY_DN7656_c0_g2_i1	At2g16430	3.8e-104	At2g16430
TRINITY_DN7656_c0_g2_i1	At2g16430	2.2e-96	At2g16430
TRINITY_DN8705_c0_g1_i6	At5g39940	3.3e-100	At5g39940
TRINITY_DN11281_c0_g1_i6	At5g20540	3.0e-16	At5g20540
TRINITY_DN1496_c0_g1_i2	At1g14920	1.1e-154	At1g14920
TRINITY_DN5973_c0_g1_i2	At5g12230	7.5e-36	At5g12230
TRINITY_DN9082_c0_g1_i6	At5g25360	7.0e-58	At5g25360
TRINITY_DN9474_c0_g1_i2	At1g76890	3.1e-45	At1g76890
TRINITY_DN11076_c0_g1_i4	At1g34210	4.6e-33	At1g34210
TRINITY_DN11076_c0_g1_i4	At1g34210	9.6e-07	At1g34210
TRINITY_DN12052_c0_g1_i3	At3g18440	1.4e-175	At3g18440
TRINITY_DN1541_c0_g1_i1	At3g07050	2.3e-170	At3g07050
TRINITY_DN16199_c0_g1_i1	At3g14580	4.7e-46	At3g14580
TRINITY_DN5520_c0_g1_i4	At3g19240	3.9e-234	At3g19240
TRINITY_DN1200_c0_g1_i3	At1g79720	2.7e-62	At1g79720
TRINITY_DN2730_c0_g1_i5	At4g19210	0.0e+00	At4g19210
TRINITY_DN3571_c0_g1_i10	At5g53140	2.2e-91	At5g53140
TRINITY_DN4641_c0_g2_i4	At1g67960	1.4e-111	At1g67960
TRINITY_DN6133_c0_g1_i3	At5g62650	4.8e-115	At5g62650
TRINITY_DN6752_c0_g1_i5	At1g18390	5.6e-132	At1g18390
TRINITY_DN709_c0_g1_i2	At1g79750	3.6e-264	At1g79750
TRINITY_DN1126_c0_g1_i9	At1g31870	8.2e-75	At1g31870
TRINITY_DN3874_c0_g1_i3	At2g43040	1.7e-27	At2g43040
TRINITY_DN9525_c0_g1_i1	At5g67500	1.0e-93	At5g67500
TRINITY_DN9925_c0_g5_i2	At5g40710	7.0e-82	At5g40710
TRINITY_DN19155_c0_g1_i1	At5g40400	3.0e-08	At5g40400
TRINITY_DN268_c0_g1_i1	At4g28860	3.2e-159	At4g28860
TRINITY_DN6878_c0_g1_i3	At1g43620	6.9e-215	At1g43620
TRINITY_DN1068_c1_g1_i3	At2g25740_1	1.3e-101	At2g25740_1
TRINITY_DN14526_c0_g1_i2	At1g70610	6.7e-210	At1g70610
TRINITY_DN14928_c0_g1_i1	At1g22240	8.2e-83	At1g22240
TRINITY_DN2188_c0_g1_i1	At1g32160	1.7e-104	At1g32160
TRINITY_DN6080_c0_g1_i6	At3g18230	1.4e-42	At3g18230
TRINITY_DN13024_c0_g2_i8	At3g11670	3.0e-109	At3g11670
TRINITY_DN13024_c0_g2_i8	At3g11670	1.4e-34	At3g11670
TRINITY_DN13134_c0_g1_i7	At1g67190	2.2e-51	At1g67190
TRINITY_DN5228_c0_g1_i5	At2g01630	2.2e-176	At2g01630
TRINITY_DN9456_c0_g3_i1	At3g62980	1.7e-221	At3g62980
TRINITY_DN164_c0_g1_i7	At1g56700	2.9e-80	At1g56700
TRINITY_DN9206_c0_g1_i7	At5g25320	1.8e-117	At5g25320
TRINITY_DN1330_c0_g1_i1	At1g32900	1.2e-248	At1g32900
TRINITY_DN16107_c0_g1_i1	At5g10200	1.6e-288	At5g10200
TRINITY_DN2379_c0_g1_i1	At1g75340	1.7e-32	At1g75340
TRINITY_DN423_c0_g1_i2	At3g01090	4.3e-233	At3g01090
TRINITY_DN6760_c0_g1_i1	At5g11980	1.7e-128	At5g11980
TRINITY_DN6760_c0_g1_i1	At5g11980	2.1e-94	At5g11980
TRINITY_DN8365_c0_g1_i3	At3g08600	1.8e-58	At3g08600
TRINITY_DN12528_c0_g1_i10	At4g25340	1.1e-47	At4g25340
TRINITY_DN5455_c1_g1_i7	At1g14830	7.2e-297	At1g14830
TRINITY_DN8863_c0_g3_i1	At4g38430	2.2e-173	At4g38430
TRINITY_DN9628_c0_g1_i3	Hs8922938	5.3e-74	Hs8922938
TRINITY_DN10420_c0_g1_i1	At5g15700	1.6e-195	At5g15700
TRINITY_DN7035_c0_g1_i8	At4g30820_1	4.0e-29	At4g30820_1
TRINITY_DN7341_c0_g2_i1	At3g26910	1.8e-74	At3g26910
TRINITY_DN7537_c0_g1_i2	At1g48880	6.8e-130	At1g48880
TRINITY_DN8500_c0_g2_i4	At3g60580	5.4e-34	At3g60580
TRINITY_DN12868_c0_g1_i9	At5g60940	1.0e-157	At5g60940
TRINITY_DN1422_c0_g1_i2	At5g09420_1	9.3e-111	At5g09420_1
TRINITY_DN3778_c0_g1_i2	At5g64260	7.4e-92	At5g64260
TRINITY_DN4179_c0_g1_i2	At1g32450	4.2e-228	At1g32450
TRINITY_DN4578_c0_g1_i6	At4g09510	4.0e-279	At4g09510
TRINITY_DN8772_c0_g1_i3	At2g14820	7.5e-137	At2g14820
TRINITY_DN1370_c0_g1_i11	At4g19670	2.4e-122	At4g19670
TRINITY_DN19046_c0_g1_i1	At1g66910	5.1e-85	At1g66910
TRINITY_DN6936_c0_g1_i1	Hs7106299	6.6e-08	Hs7106299
TRINITY_DN7533_c0_g1_i6	At3g22430	4.1e-26	At3g22430
TRINITY_DN9097_c0_g1_i6	At1g71710	1.0e-149	At1g71710
TRINITY_DN1370_c0_g1_i4	At4g19670	3.1e-122	At4g19670
TRINITY_DN26882_c1_g2_i1	At1g74470	1.1e-130	At1g74470
TRINITY_DN4632_c0_g1_i1	At1g51980	4.7e-179	At1g51980
TRINITY_DN7879_c0_g1_i10	At1g60220	3.9e-85	At1g60220
TRINITY_DN1107_c0_g2_i5	At3g57890	5.9e-182	At3g57890
TRINITY_DN11468_c0_g1_i4	At1g23800	7.8e-118	At1g23800
TRINITY_DN3217_c1_g1_i1	At4g04960	2.1e-147	At4g04960
TRINITY_DN733_c0_g4_i1	At2g26640	2.2e-245	At2g26640
TRINITY_DN13970_c0_g2_i2	At3g22270	1.0e-133	At3g22270
TRINITY_DN1919_c0_g1_i1	At3g03140	1.4e-21	At3g03140
TRINITY_DN8190_c0_g3_i10	At5g25510	2.0e-177	At5g25510
TRINITY_DN1613_c0_g1_i1	At5g46390	2.8e-155	At5g46390
TRINITY_DN46269_c0_g1_i12	At2g32910	4.9e-35	At2g32910
TRINITY_DN6835_c0_g1_i10	At4g36750	3.7e-51	At4g36750
TRINITY_DN6835_c0_g1_i10	At4g36750	2.6e-28	At4g36750
TRINITY_DN7873_c0_g2_i2	At1g18890	2.1e-179	At1g18890
TRINITY_DN7873_c0_g2_i2	At1g18890	3.9e-16	At1g18890
TRINITY_DN8450_c0_g1_i2	At3g07650	3.5e-65	At3g07650
TRINITY_DN9998_c0_g1_i1	At3g63240	1.0e-186	At3g63240
TRINITY_DN2044_c0_g1_i1	At1g29390	2.2e-40	At1g29390
TRINITY_DN2044_c0_g1_i1	At1g29390	3.8e-03	At1g29390
TRINITY_DN3035_c0_g1_i1	At1g30590	5.8e-105	At1g30590
TRINITY_DN6808_c0_g1_i3	At4g16420	1.9e-135	At4g16420
TRINITY_DN10748_c1_g1_i7	At2g44420	2.4e-58	At2g44420
TRINITY_DN2132_c0_g1_i7	At4g39150	9.9e-113	At4g39150
TRINITY_DN4731_c0_g1_i3	At3g60830	7.7e-33	At3g60830
TRINITY_DN6395_c0_g1_i2	At3g15920	1.5e-89	At3g15920
TRINITY_DN1119_c0_g1_i9	At2g24100	1.8e-106	At2g24100
TRINITY_DN13275_c0_g1_i2	At4g32060	1.7e-104	At4g32060
TRINITY_DN1609_c0_g1_i1	At1g14670	8.5e-282	At1g14670
TRINITY_DN226_c0_g1_i13	At4g01610	3.3e-140	At4g01610
TRINITY_DN7170_c0_g1_i1	At5g15980	2.6e-81	At5g15980
TRINITY_DN11222_c0_g3_i1	At1g71060	5.2e-37	At1g71060
TRINITY_DN14294_c0_g1_i3	At2g19450	4.6e-78	At2g19450
TRINITY_DN3057_c0_g1_i5	At4g36920	6.9e-74	At4g36920
TRINITY_DN3057_c0_g1_i5	At4g36920	1.4e-05	At4g36920
TRINITY_DN5167_c1_g1_i2	At2g24830	1.5e-68	At2g24830
TRINITY_DN5167_c1_g1_i2	At2g24830	2.4e-50	At2g24830
TRINITY_DN11046_c0_g3_i2	At5g09420_1	2.9e-128	At5g09420_1
TRINITY_DN36544_c0_g1_i1	At1g11290	3.8e-149	At1g11290
TRINITY_DN4252_c0_g1_i1	At1g13020	4.8e-67	At1g13020
TRINITY_DN9606_c0_g1_i1	At2g01210	7.2e-148	At2g01210
TRINITY_DN10735_c1_g1_i2	At4g26850	5.9e-158	At4g26850
TRINITY_DN11825_c0_g2_i1	At3g05650	3.2e-10	At3g05650
TRINITY_DN20445_c0_g1_i1	At3g01180	2.5e-257	At3g01180
TRINITY_DN9293_c0_g1_i2	At2g02160	2.7e-33	At2g02160
TRINITY_DN11482_c0_g1_i5	At3g54710	1.1e-23	At3g54710
TRINITY_DN30844_c0_g1_i1	At5g45500	1.8e-45	At5g45500
TRINITY_DN398_c0_g1_i1	At5g39090	1.5e-65	At5g39090
TRINITY_DN10412_c0_g1_i4	At3g24550	6.5e-173	At3g24550
TRINITY_DN1196_c0_g1_i3	At1g76760	6.1e-30	At1g76760
TRINITY_DN1196_c0_g1_i3	At1g76760	4.0e-05	At1g76760
TRINITY_DN14065_c0_g1_i4	At4g40050	4.5e-166	At4g40050
