herb_id	gene	COG_id	COG_evalue	COG_description
110	TRINITY_DN22707_c0_g1_i2	gi|268316238|ref|YP_003289957.1|	0.00E+00	gi|268316238|ref|YP_003289957.1| leucyl-tRNA synthetase [Rhodothermus marinus DSM 4252]
110	TRINITY_DN5765_c0_g1_i3	gi|15607027|ref|NP_214409.1|	2.40E-44	gi|15607027|ref|NP_214409.1| DNA helicase [Aquifex aeolicus VF5]
110	TRINITY_DN3558_c0_g1_i1	gi|170290438|ref|YP_001737254.1|	7.30E-33	gi|170290438|ref|YP_001737254.1| dipeptidyl aminopeptidase/acylaminoacyl-peptidase [Candidatus Korarchaeum cryptofilum OPF8]
110	TRINITY_DN800_c0_g1_i1	gi|440680461|ref|YP_007155256.1|	8.70E-10	gi|440680461|ref|YP_007155256.1| lipase class 3 [Anabaena cylindrica PCC 7122]
110	TRINITY_DN9292_c0_g2_i7	gi|119946429|ref|YP_944109.1|	6.60E-34	gi|119946429|ref|YP_944109.1| phosphoribulokinase/uridine kinase family protein [Psychromonas ingrahamii 37]
110	TRINITY_DN2613_c0_g1_i5	gi|427735413|ref|YP_007054957.1|	9.60E-17	gi|427735413|ref|YP_007054957.1| putative low-complexity protein [Rivularia sp. PCC 7116]
110	TRINITY_DN2883_c0_g1_i3	gi|339482624|ref|YP_004694410.1|	4.10E-44	gi|339482624|ref|YP_004694410.1| AFG1-family ATPase [Nitrosomonas sp. Is79A3]
110	TRINITY_DN6733_c0_g1_i10	gi|116619883|ref|YP_822039.1|	5.50E-81	gi|116619883|ref|YP_822039.1| UBA/THIF-type NAD/FAD binding protein [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN6733_c0_g1_i10	gi|116619883|ref|YP_822039.1|	8.90E-55	gi|116619883|ref|YP_822039.1| UBA/THIF-type NAD/FAD binding protein [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN6733_c0_g1_i10	gi|116619883|ref|YP_822039.1|	1.70E-26	gi|116619883|ref|YP_822039.1| UBA/THIF-type NAD/FAD binding protein [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN5080_c0_g1_i1	gi|556566486|ref|YP_008734911.1|	5.20E-31	gi|556566486|ref|YP_008734911.1| 1-acyl-sn-glycerol-3-phosphate acyltransferase [Actinoplanes friuliensis DSM 7358]
110	TRINITY_DN3871_c0_g1_i2	gi|37523552|ref|NP_926929.1|	2.00E-163	gi|37523552|ref|NP_926929.1| phosphoglucomutase [Gloeobacter violaceus PCC 7421]
110	TRINITY_DN3912_c0_g1_i4	gi|317052546|ref|YP_004113662.1|	5.60E-57	gi|317052546|ref|YP_004113662.1| chaperone protein DnaK [Desulfurispirillum indicum S5]
110	TRINITY_DN1599_c0_g2_i1	gi|15678034|ref|NP_275148.1|	1.40E-44	gi|15678034|ref|NP_275148.1| 50S ribosomal protein L4 [Methanothermobacter thermautotrophicus str. Delta H]
110	TRINITY_DN2062_c1_g1_i5	gi|319955332|ref|YP_004166599.1|	2.00E-30	gi|319955332|ref|YP_004166599.1| guanine deaminase [Cellulophaga algicola DSM 14237]
110	TRINITY_DN3615_c0_g1_i1	gi|434403375|ref|YP_007146260.1|	2.60E-78	gi|434403375|ref|YP_007146260.1| putative ferric reductase [Cylindrospermum stagnale PCC 7417]
110	TRINITY_DN10397_c0_g1_i1	gi|283781101|ref|YP_003371856.1|	9.30E-20	gi|283781101|ref|YP_003371856.1| serine/threonine protein kinase with WD40 repeats [Pirellula staleyi DSM 6068]
110	TRINITY_DN13226_c0_g1_i2	gi|297621810|ref|YP_003709947.1|	2.20E-66	gi|297621810|ref|YP_003709947.1| SWI/SNF helicase 2 family protein [Waddlia chondrophila WSU 86-1044]
110	TRINITY_DN1981_c0_g1_i2	gi|262196756|ref|YP_003267965.1|	5.40E-28	gi|262196756|ref|YP_003267965.1| serine/threonine protein kinase [Haliangium ochraceum DSM 14365]
110	TRINITY_DN2171_c0_g1_i3	gi|427740037|ref|YP_007059581.1|	3.20E-28	gi|427740037|ref|YP_007059581.1| chloride channel protein EriC [Rivularia sp. PCC 7116]
110	TRINITY_DN85_c0_g1_i10	gi|357387229|ref|YP_004902067.1|	4.80E-61	gi|357387229|ref|YP_004902067.1| putative amino acid transporter [Kitasatospora setae KM-6054]
110	TRINITY_DN15118_c0_g1_i2	gi|427720026|ref|YP_007068020.1|	5.30E-108	gi|427720026|ref|YP_007068020.1| aldehyde dehydrogenase [Calothrix sp. PCC 7507]
110	TRINITY_DN1766_c1_g1_i10	gi|20807650|ref|NP_622821.1|	3.50E-43	gi|20807650|ref|NP_622821.1| guanosine polyphosphate pyrophosphohydrolase/synthetase [Thermoanaerobacter tengcongensis MB4]
110	TRINITY_DN1766_c1_g1_i10	gi|20807650|ref|NP_622821.1|	6.00E-27	gi|20807650|ref|NP_622821.1| guanosine polyphosphate pyrophosphohydrolase/synthetase [Thermoanaerobacter tengcongensis MB4]
110	TRINITY_DN20090_c0_g4_i1	gi|110633388|ref|YP_673596.1|	8.00E-56	gi|110633388|ref|YP_673596.1| NADH dehydrogenase subunit M [Chelativorans sp. BNC1]
110	TRINITY_DN20090_c0_g4_i1	gi|110633388|ref|YP_673596.1|	1.20E-22	gi|110633388|ref|YP_673596.1| NADH dehydrogenase subunit M [Chelativorans sp. BNC1]
110	TRINITY_DN4837_c0_g1_i3	gi|261417477|ref|YP_003251160.1|	7.10E-12	gi|261417477|ref|YP_003251160.1| diacylglycerol kinase catalytic subunit [Fibrobacter succinogenes subsp. succinogenes S85]
110	TRINITY_DN8536_c0_g2_i1	gi|189502738|ref|YP_001958455.1|	1.40E-07	gi|189502738|ref|YP_001958455.1| hypothetical protein Aasi_1435 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN12678_c0_g1_i10	gi|158522375|ref|YP_001530245.1|	5.60E-09	gi|158522375|ref|YP_001530245.1| CaCA family Na(+)/Ca(+) antiporter [Desulfococcus oleovorans Hxd3]
110	TRINITY_DN1608_c0_g1_i6	gi|313677712|ref|YP_004055708.1|	2.10E-11	gi|313677712|ref|YP_004055708.1| alpha/beta hydrolase fold protein [Marivirga tractuosa DSM 4126]
110	TRINITY_DN3492_c0_g1_i6	gi|269839716|ref|YP_003324408.1|	4.90E-29	gi|269839716|ref|YP_003324408.1| glycoside hydrolase family protein [Thermobaculum terrenum ATCC BAA-798]
110	TRINITY_DN7448_c0_g2_i2	gi|268316505|ref|YP_003290224.1|	0.00E+00	"gi|268316505|ref|YP_003290224.1| pyruvate, phosphate dikinase [Rhodothermus marinus DSM 4252]"
110	TRINITY_DN4188_c0_g1_i1	gi|406024956|ref|YP_006705257.1|	1.20E-06	gi|406024956|ref|YP_006705257.1| glycerol-3-phosphate dehydrogenase [Cardinium endosymbiont cEper1 of Encarsia pergandiella]
110	TRINITY_DN1318_c0_g1_i4	gi|512551236|ref|YP_008089142.1|	9.80E-30	"gi|512551236|ref|YP_008089142.1| Deacetylases, including yeast histone deacetylase and acetoin utilization protein [Chthonomonas calidirosea T49]"
110	TRINITY_DN10531_c0_g1_i1	gi|294012452|ref|YP_003545912.1|	9.80E-139	gi|294012452|ref|YP_003545912.1| cell division protease FtsH [Sphingobium japonicum UT26S]
110	TRINITY_DN3505_c0_g1_i2	gi|350272013|ref|YP_004883321.1|	2.20E-61	gi|350272013|ref|YP_004883321.1| putative RNA helicase [Oscillibacter valericigenes Sjm18-20]
110	TRINITY_DN5814_c0_g1_i1	gi|46580283|ref|YP_011091.1|	1.20E-250	"gi|46580283|ref|YP_011091.1| ATP-dependent Clp protease, ATP-binding subunit ClpB [Desulfovibrio vulgaris str. Hildenborough]"
110	TRINITY_DN8484_c0_g1_i1	gi|300710858|ref|YP_003736672.1|	3.00E-63	gi|300710858|ref|YP_003736672.1| xanthine/uracil permease family protein [Halalkalicoccus jeotgali B3]
110	TRINITY_DN3172_c0_g2_i4	gi|294673281|ref|YP_003573897.1|	2.00E-99	gi|294673281|ref|YP_003573897.1| alpha-N-arabinofuranosidase [Prevotella ruminicola 23]
110	TRINITY_DN13063_c0_g3_i1	gi|431929829|ref|YP_007242875.1|	1.00E-10	gi|431929829|ref|YP_007242875.1| amino acid ABC transporter substrate-binding protein/signal transduction system [Thioflavicoccus mobilis 8321]
110	TRINITY_DN3135_c0_g1_i1	gi|326798478|ref|YP_004316297.1|	1.20E-184	gi|326798478|ref|YP_004316297.1| ATP-dependent metalloprotease FtsH [Sphingobacterium sp. 21]
110	TRINITY_DN6944_c0_g1_i4	gi|435853629|ref|YP_007314948.1|	2.30E-15	gi|435853629|ref|YP_007314948.1| serine/threonine protein kinase [Halobacteroides halobius DSM 5150]
110	TRINITY_DN4338_c1_g1_i5	gi|375144626|ref|YP_005007067.1|	4.20E-57	gi|375144626|ref|YP_005007067.1| Inositol-3-phosphate synthase [Niastella koreensis GR20-10]
110	TRINITY_DN9057_c0_g1_i4	gi|434404270|ref|YP_007147155.1|	2.50E-09	gi|434404270|ref|YP_007147155.1| TFIIF-interacting CTD phosphatase [Cylindrospermum stagnale PCC 7417]
110	TRINITY_DN1028_c0_g1_i3	gi|302344605|ref|YP_003809134.1|	1.20E-242	gi|302344605|ref|YP_003809134.1| acetate/CoA ligase [Desulfarculus baarsii DSM 2075]
110	TRINITY_DN1150_c0_g1_i3	gi|14521965|ref|NP_127442.1|	6.80E-07	gi|14521965|ref|NP_127442.1| V-type ATP synthase subunit I [Pyrococcus abyssi GE5]
110	TRINITY_DN4026_c0_g1_i7	gi|55980078|ref|YP_143375.1|	1.70E-98	gi|55980078|ref|YP_143375.1| ATP-dependent RNA helicase [Thermus thermophilus HB8]
110	TRINITY_DN1396_c0_g1_i6	gi|325109572|ref|YP_004270640.1|	3.00E-15	gi|325109572|ref|YP_004270640.1| serine/threonine protein kinase [Planctomyces brasiliensis DSM 5305]
110	TRINITY_DN1465_c2_g1_i2	gi|478482519|ref|YP_007713169.1|	8.60E-18	gi|478482519|ref|YP_007713169.1| putative cell division protein [Candidatus Methanomethylophilus alvus Mx1201]
110	TRINITY_DN3754_c0_g1_i1	gi|433655934|ref|YP_007299642.1|	1.40E-60	gi|433655934|ref|YP_007299642.1| amino acid transporter [Thermoanaerobacterium thermosaccharolyticum M0795]
110	TRINITY_DN3260_c0_g1_i2	gi|332667311|ref|YP_004450099.1|	1.60E-61	gi|332667311|ref|YP_004450099.1| long-chain-fatty-acid--CoA ligase [Haliscomenobacter hydrossis DSM 1100]
110	TRINITY_DN155_c0_g1_i1	gi|338175364|ref|YP_004652174.1|	1.50E-75	gi|338175364|ref|YP_004652174.1| pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN155_c0_g1_i1	gi|338175364|ref|YP_004652174.1|	1.50E-25	gi|338175364|ref|YP_004652174.1| pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN5092_c0_g1_i3	gi|145301025|ref|YP_001143866.1|	9.50E-102	gi|145301025|ref|YP_001143866.1| Zn-dependent alcohol dehydrogenase class III [Aeromonas salmonicida subsp. salmonicida A449]
110	TRINITY_DN18321_c0_g1_i1	gi|146297081|ref|YP_001180852.1|	4.50E-19	gi|146297081|ref|YP_001180852.1| protein kinase [Caldicellulosiruptor saccharolyticus DSM 8903]
110	TRINITY_DN12866_c1_g1_i4	gi|257095462|ref|YP_003169103.1|	2.20E-21	gi|257095462|ref|YP_003169103.1| serine/threonine protein kinase [Candidatus Accumulibacter phosphatis clade IIA str. UW-1]
110	TRINITY_DN3309_c0_g1_i1	gi|260752368|ref|YP_003225261.1|	4.60E-88	gi|260752368|ref|YP_003225261.1| K potassium transporter [Zymomonas mobilis subsp. mobilis NCIMB 11163]
110	TRINITY_DN3913_c0_g1_i3	gi|269925992|ref|YP_003322615.1|	8.30E-21	gi|269925992|ref|YP_003322615.1| HAD-superfamily hydrolase [Thermobaculum terrenum ATCC BAA-798]
110	TRINITY_DN26474_c0_g1_i1	gi|189501825|ref|YP_001957542.1|	1.30E-10	gi|189501825|ref|YP_001957542.1| hypothetical protein Aasi_0393 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN11207_c0_g3_i1	gi|300311049|ref|YP_003775141.1|	8.30E-21	gi|300311049|ref|YP_003775141.1| ATP-dependent RNA helicase [Herbaspirillum seropedicae SmR1]
110	TRINITY_DN1724_c0_g1_i1	gi|408489710|ref|YP_006866079.1|	3.50E-11	gi|408489710|ref|YP_006866079.1| catalase/hydroperoxidase KatG [Psychroflexus torquis ATCC 700755]
110	TRINITY_DN3714_c0_g1_i3	gi|434387687|ref|YP_007098298.1|	9.80E-06	gi|434387687|ref|YP_007098298.1| LPS:glycosyltransferase [Chamaesiphon minutus PCC 6605]
110	TRINITY_DN11038_c0_g1_i1	gi|256376699|ref|YP_003100359.1|	6.50E-42	gi|256376699|ref|YP_003100359.1| beta-galactosidase [Actinosynnema mirum DSM 43827]
110	TRINITY_DN1473_c0_g1_i1	gi|428225012|ref|YP_007109109.1|	1.90E-97	gi|428225012|ref|YP_007109109.1| acetyl-CoA carboxylase carboxyltransferase subunit alpha [Geitlerinema sp. PCC 7407]
110	TRINITY_DN13996_c0_g1_i1	gi|428307996|ref|YP_007144821.1|	2.50E-57	gi|428307996|ref|YP_007144821.1| uridylate kinase [Crinalium epipsammum PCC 9333]
110	TRINITY_DN13996_c0_g1_i1	gi|428307996|ref|YP_007144821.1|	1.20E-14	gi|428307996|ref|YP_007144821.1| uridylate kinase [Crinalium epipsammum PCC 9333]
110	TRINITY_DN15060_c0_g1_i8	gi|407461596|ref|YP_006772913.1|	2.70E-11	gi|407461596|ref|YP_006772913.1| chaperone protein DnaJ [Candidatus Nitrosopumilus koreensis AR1]
110	TRINITY_DN4343_c0_g1_i2	gi|389873083|ref|YP_006380502.1|	7.40E-62	gi|389873083|ref|YP_006380502.1| ATP-dependent RNA helicase [Advenella kashmirensis WT001]
110	TRINITY_DN7512_c0_g1_i4	gi|148655667|ref|YP_001275872.1|	1.40E-12	gi|148655667|ref|YP_001275872.1| protein kinase [Roseiflexus sp. RS-1]
110	TRINITY_DN3296_c0_g1_i1	gi|108759375|ref|YP_633320.1|	4.60E-88	gi|108759375|ref|YP_633320.1| ABC transporter permease [Myxococcus xanthus DK 1622]
110	TRINITY_DN14854_c0_g2_i3	gi|187251336|ref|YP_001875818.1|	1.30E-18	gi|187251336|ref|YP_001875818.1| serine/threonine protein kinase [Elusimicrobium minutum Pei191]
110	TRINITY_DN3907_c0_g1_i6	gi|347758125|ref|YP_004865687.1|	2.20E-191	"gi|347758125|ref|YP_004865687.1| NADH dehydrogenase (quinone), G subunit [Micavibrio aeruginosavorus ARL-13]"
110	TRINITY_DN13816_c0_g1_i2	gi|220917178|ref|YP_002492482.1|	7.30E-70	gi|220917178|ref|YP_002492482.1| HAD superfamily hydrolase [Anaeromyxobacter dehalogenans 2CP-1]
110	TRINITY_DN13816_c0_g1_i2	gi|220917178|ref|YP_002492482.1|	1.10E-09	gi|220917178|ref|YP_002492482.1| HAD superfamily hydrolase [Anaeromyxobacter dehalogenans 2CP-1]
110	TRINITY_DN19341_c0_g1_i1	gi|383459745|ref|YP_005373734.1|	1.80E-47	gi|383459745|ref|YP_005373734.1| sodium/hydrogen exchanger [Corallococcus coralloides DSM 2259]
110	TRINITY_DN12438_c0_g1_i1	gi|110637750|ref|YP_677957.1|	2.50E-187	gi|110637750|ref|YP_677957.1| glycogen branching protein [Cytophaga hutchinsonii ATCC 33406]
110	TRINITY_DN12704_c0_g1_i1	gi|431929829|ref|YP_007242875.1|	8.00E-08	gi|431929829|ref|YP_007242875.1| amino acid ABC transporter substrate-binding protein/signal transduction system [Thioflavicoccus mobilis 8321]
110	TRINITY_DN1491_c1_g1_i1	gi|332667371|ref|YP_004450159.1|	7.20E-17	gi|332667371|ref|YP_004450159.1| von Willebrand factor A [Haliscomenobacter hydrossis DSM 1100]
110	TRINITY_DN1244_c0_g1_i2	gi|427739450|ref|YP_007058994.1|	2.20E-50	gi|427739450|ref|YP_007058994.1| sucrose-6F-phosphate phosphohydrolase [Rivularia sp. PCC 7116]
110	TRINITY_DN1495_c0_g1_i3	gi|22297689|ref|NP_680936.1|	1.30E-37	gi|22297689|ref|NP_680936.1| chloride channel protein [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN1495_c0_g1_i3	gi|22297689|ref|NP_680936.1|	2.80E-29	gi|22297689|ref|NP_680936.1| chloride channel protein [Thermosynechococcus elongatus BP-1]
110	TRINITY_DN115_c0_g1_i2	gi|70606501|ref|YP_255371.1|	2.60E-11	gi|70606501|ref|YP_255371.1| 30S ribosomal protein S28e [Sulfolobus acidocaldarius DSM 639]
110	TRINITY_DN115_c0_g1_i2	gi|70606501|ref|YP_255371.1|	2.60E-11	gi|70606501|ref|YP_255371.1| 30S ribosomal protein S28e [Sulfolobus acidocaldarius DSM 639]
110	TRINITY_DN12933_c0_g1_i2	gi|218781592|ref|YP_002432910.1|	2.20E-13	gi|218781592|ref|YP_002432910.1| response regulator receiver modulated diguanylate cyclase [Desulfatibacillum alkenivorans AK-01]
110	TRINITY_DN396_c1_g1_i1	gi|187251336|ref|YP_001875818.1|	1.90E-17	gi|187251336|ref|YP_001875818.1| serine/threonine protein kinase [Elusimicrobium minutum Pei191]
110	TRINITY_DN6852_c0_g2_i1	gi|159899479|ref|YP_001545726.1|	1.20E-19	gi|159899479|ref|YP_001545726.1| PASTA sensor-containing serine/threonine protein kinase [Herpetosiphon aurantiacus DSM 785]
110	TRINITY_DN1064_c0_g1_i2	gi|292493898|ref|YP_003529337.1|	3.10E-238	gi|292493898|ref|YP_003529337.1| sucrose synthase [Nitrosococcus halophilus Nc 4]
110	TRINITY_DN6581_c0_g1_i1	gi|408674515|ref|YP_006874263.1|	5.60E-62	gi|408674515|ref|YP_006874263.1| Citrate transporter [Emticicia oligotrophica DSM 17448]
110	TRINITY_DN6581_c0_g1_i1	gi|408674515|ref|YP_006874263.1|	1.60E-45	gi|408674515|ref|YP_006874263.1| Citrate transporter [Emticicia oligotrophica DSM 17448]
110	TRINITY_DN7831_c0_g2_i11	gi|434389140|ref|YP_007099751.1|	3.30E-06	gi|434389140|ref|YP_007099751.1| acetyltransferase [Chamaesiphon minutus PCC 6605]
110	TRINITY_DN10927_c0_g1_i11	gi|108761386|ref|YP_632334.1|	3.20E-49	gi|108761386|ref|YP_632334.1| uridine kinase [Myxococcus xanthus DK 1622]
110	TRINITY_DN11796_c0_g1_i1	gi|186685631|ref|YP_001868827.1|	4.40E-06	gi|186685631|ref|YP_001868827.1| heat shock protein DnaJ domain-containing protein [Nostoc punctiforme PCC 73102]
110	TRINITY_DN3963_c0_g1_i3	gi|317051082|ref|YP_004112198.1|	3.70E-114	gi|317051082|ref|YP_004112198.1| glutamyl-tRNA synthetase [Desulfurispirillum indicum S5]
110	TRINITY_DN5691_c0_g1_i2	gi|557693574|ref|YP_008796628.1|	2.20E-106	gi|557693574|ref|YP_008796628.1| thermosome subunit alpha [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN10155_c1_g1_i3	gi|283780484|ref|YP_003371239.1|	6.30E-21	gi|283780484|ref|YP_003371239.1| serine/threonine protein kinase [Pirellula staleyi DSM 6068]
110	TRINITY_DN2748_c0_g2_i4	gi|88604358|ref|YP_504536.1|	2.30E-07	"gi|88604358|ref|YP_504536.1| peptidase C1A, papain [Methanospirillum hungatei JF-1]"
110	TRINITY_DN29242_c0_g1_i3	gi|428770934|ref|YP_007162724.1|	1.90E-33	gi|428770934|ref|YP_007162724.1| thioredoxin [Cyanobacterium aponinum PCC 10605]
110	TRINITY_DN29242_c0_g1_i3	gi|428770934|ref|YP_007162724.1|	1.90E-33	gi|428770934|ref|YP_007162724.1| thioredoxin [Cyanobacterium aponinum PCC 10605]
110	TRINITY_DN323_c0_g1_i14	gi|226310586|ref|YP_002770480.1|	2.10E-56	gi|226310586|ref|YP_002770480.1| cytochrome P450 [Brevibacillus brevis NBRC 100599]
110	TRINITY_DN323_c0_g1_i14	gi|226310586|ref|YP_002770480.1|	4.90E-26	gi|226310586|ref|YP_002770480.1| cytochrome P450 [Brevibacillus brevis NBRC 100599]
110	TRINITY_DN2135_c0_g1_i7	gi|337288385|ref|YP_004627857.1|	3.30E-06	gi|337288385|ref|YP_004627857.1| metallophosphoesterase [Thermodesulfobacterium geofontis OPF15]
110	TRINITY_DN114_c0_g1_i1	gi|152996457|ref|YP_001341292.1|	4.60E-24	gi|152996457|ref|YP_001341292.1| 2OG-Fe(II) oxygenase [Marinomonas sp. MWYL1]
110	TRINITY_DN2065_c0_g1_i7	gi|435847833|ref|YP_007310083.1|	4.90E-42	"gi|435847833|ref|YP_007310083.1| MFS transporter, sugar porter family [Natronococcus occultus SP4]"
110	TRINITY_DN6594_c0_g1_i5	gi|189502744|ref|YP_001958461.1|	3.10E-20	gi|189502744|ref|YP_001958461.1| hypothetical protein Aasi_1443 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN770_c0_g1_i4	gi|20093691|ref|NP_613538.1|	3.10E-36	gi|20093691|ref|NP_613538.1| 50S ribosomal protein L10 [Methanopyrus kandleri AV19]
110	TRINITY_DN14470_c0_g1_i1	gi|392378268|ref|YP_004985427.1|	1.40E-92	gi|392378268|ref|YP_004985427.1| glutathione-regulated potassium-efflux system (K(+)/H(+) antiporter) [Azospirillum brasilense Sp245]
110	TRINITY_DN5646_c0_g1_i2	gi|156937784|ref|YP_001435580.1|	2.70E-48	gi|156937784|ref|YP_001435580.1| ATPase [Ignicoccus hospitalis KIN4/I]
110	TRINITY_DN690_c0_g2_i1	gi|479130632|ref|YP_005070592.1|	1.50E-136	gi|479130632|ref|YP_005070592.1| arginine decarboxylase [Arthrospira platensis NIES-39]
110	TRINITY_DN6455_c0_g5_i2	gi|262198353|ref|YP_003269562.1|	9.00E-20	gi|262198353|ref|YP_003269562.1| exonuclease RNase T and DNA polymerase III [Haliangium ochraceum DSM 14365]
110	TRINITY_DN6455_c0_g5_i2	gi|262198353|ref|YP_003269562.1|	2.30E-15	gi|262198353|ref|YP_003269562.1| exonuclease RNase T and DNA polymerase III [Haliangium ochraceum DSM 14365]
110	TRINITY_DN703_c0_g1_i1	gi|297621137|ref|YP_003709274.1|	7.40E-14	gi|297621137|ref|YP_003709274.1| hypothetical protein wcw_0906 [Waddlia chondrophila WSU 86-1044]
110	TRINITY_DN7645_c0_g1_i2	gi|237654602|ref|YP_002890916.1|	8.20E-13	gi|237654602|ref|YP_002890916.1| DNA polymerase III subunit epsilon [Thauera sp. MZ1T]
110	TRINITY_DN11140_c0_g1_i1	gi|470176244|ref|YP_007562288.1|	4.20E-86	gi|470176244|ref|YP_007562288.1| peptidase S08 family protein [Ilumatobacter coccineus YM16-304]
110	TRINITY_DN122_c0_g1_i11	gi|146303844|ref|YP_001191160.1|	4.20E-25	gi|146303844|ref|YP_001191160.1| alpha/beta hydrolase domain-containing protein [Metallosphaera sedula DSM 5348]
110	TRINITY_DN319_c0_g1_i6	gi|83649470|ref|YP_437905.1|	1.10E-22	gi|83649470|ref|YP_437905.1| serine/threonine protein kinase [Hahella chejuensis KCTC 2396]
110	TRINITY_DN5032_c0_g1_i6	gi|116619169|ref|YP_821325.1|	1.30E-10	gi|116619169|ref|YP_821325.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN1348_c0_g1_i2	gi|284030326|ref|YP_003380257.1|	2.60E-112	gi|284030326|ref|YP_003380257.1| protease-associated PA domain-containing protein [Kribbella flavida DSM 17836]
110	TRINITY_DN8648_c0_g1_i2	gi|23098964|ref|NP_692430.1|	1.70E-10	gi|23098964|ref|NP_692430.1| serine:threonine protein kinase [Oceanobacillus iheyensis HTE831]
110	TRINITY_DN8855_c0_g1_i9	gi|32474295|ref|NP_867289.1|	1.50E-75	gi|32474295|ref|NP_867289.1| protease Do-like (S2 serine-type protease) [Rhodopirellula baltica SH 1]
110	TRINITY_DN1347_c0_g1_i3	gi|221633293|ref|YP_002522518.1|	7.40E-06	gi|221633293|ref|YP_002522518.1| hypothetical protein trd_1313 [Thermomicrobium roseum DSM 5159]
110	TRINITY_DN5042_c1_g1_i1	gi|338174597|ref|YP_004651407.1|	3.10E-121	gi|338174597|ref|YP_004651407.1| cadmium/zinc-transporting ATPase HMA1 [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN13573_c0_g1_i1	gi|521468286|ref|YP_008155799.1|	5.20E-36	gi|521468286|ref|YP_008155799.1| hypothetical protein SCE1572_47275 [Sorangium cellulosum So0157-2]
110	TRINITY_DN2090_c0_g1_i3	gi|512551124|ref|YP_008089030.1|	5.40E-25	gi|512551124|ref|YP_008089030.1| Serine/threonine protein kinase [Chthonomonas calidirosea T49]
110	TRINITY_DN4485_c0_g1_i4	gi|158336629|ref|YP_001517803.1|	9.60E-06	gi|158336629|ref|YP_001517803.1| WD-40 repeat-containing protein [Acaryochloris marina MBIC11017]
110	TRINITY_DN1354_c0_g1_i4	gi|189502744|ref|YP_001958461.1|	5.10E-23	gi|189502744|ref|YP_001958461.1| hypothetical protein Aasi_1443 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN11907_c0_g1_i10	gi|154250587|ref|YP_001411411.1|	1.10E-49	"gi|154250587|ref|YP_001411411.1| 2,4-dichlorophenol 6-monooxygenase [Parvibaculum lavamentivorans DS-1]"
110	TRINITY_DN38052_c0_g4_i1	gi|347755804|ref|YP_004863368.1|	2.00E-216	gi|347755804|ref|YP_004863368.1| vacuolar-type H(+)-translocating pyrophosphatase [Candidatus Chloracidobacterium thermophilum B]
110	TRINITY_DN10877_c0_g2_i5	gi|17545732|ref|NP_519134.1|	7.50E-43	gi|17545732|ref|NP_519134.1| ribokinase [Ralstonia solanacearum GMI1000]
110	TRINITY_DN9380_c0_g1_i7	gi|338174689|ref|YP_004651499.1|	3.60E-37	"gi|338174689|ref|YP_004651499.1| 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Parachlamydia acanthamoebae UV-7]"
110	TRINITY_DN23241_c0_g1_i2	gi|556569374|ref|YP_008737799.1|	1.30E-07	gi|556569374|ref|YP_008737799.1| serine/threonine protein kinase [Actinoplanes friuliensis DSM 7358]
110	TRINITY_DN399_c2_g1_i3	gi|160900890|ref|YP_001566472.1|	6.60E-39	gi|160900890|ref|YP_001566472.1| putative ubiquinone biosynthesis protein UbiB [Delftia acidovorans SPH-1]
110	TRINITY_DN6987_c0_g1_i3	gi|292492173|ref|YP_003527612.1|	1.40E-94	gi|292492173|ref|YP_003527612.1| alpha-glucosidase [Nitrosococcus halophilus Nc 4]
110	TRINITY_DN12797_c0_g1_i2	gi|393201779|ref|YP_006463621.1|	1.10E-30	gi|393201779|ref|YP_006463621.1| tRNA and rRNA cytosine-C5-methylase [Solibacillus silvestris StLB046]
110	TRINITY_DN12797_c0_g1_i2	gi|393201779|ref|YP_006463621.1|	1.20E-24	gi|393201779|ref|YP_006463621.1| tRNA and rRNA cytosine-C5-methylase [Solibacillus silvestris StLB046]
110	TRINITY_DN32255_c0_g1_i6	gi|434393269|ref|YP_007128216.1|	7.80E-48	gi|434393269|ref|YP_007128216.1| Beta-barrel assembly machine subunit BamA [Gloeocapsa sp. PCC 7428]
110	TRINITY_DN5704_c0_g1_i4	gi|343087182|ref|YP_004776477.1|	1.00E-07	gi|343087182|ref|YP_004776477.1| alpha/beta hydrolase [Cyclobacterium marinum DSM 745]
110	TRINITY_DN15808_c0_g1_i2	gi|434391592|ref|YP_007126539.1|	2.30E-39	gi|434391592|ref|YP_007126539.1| Methyltransferase type 11 [Gloeocapsa sp. PCC 7428]
